Message	Time Deliver	Simulator Time	Time Message
M483	1259.1000	5159.100000001237	3900.0
M500	1581.3000	5781.300000003501	4200.0
M311	3081.7000	5781.700000003502	2700.0
M605	981.9000	5781.900000003503	4800.0
M566	1464.0000	5964.0000000041655	4500.0
M485	2064.3000	5964.300000004167	3900.0
M397	2665.0000	5965.000000004169	3300.0
M435	2365.5000	5965.500000004171	3600.0
M424	2365.7000	5965.700000004172	3600.0
M661	786.4000	6186.400000004975	5400.0
M327	3486.9000	6186.900000004976	2700.0
M445	2587.6000	6187.600000004979	3600.0
M537	1688.2000	6188.200000004981	4500.0
M575	1417.3000	6217.300000005087	4800.0
M538	1718.0000	6218.0000000050895	4500.0
M434	2618.4000	6218.400000005091	3600.0
M713	893.8000	6593.800000006457	5700.0
M384	3294.1000	6594.100000006458	3300.0
M529	2916.2000	7116.200000008357	4200.0
M711	1416.6000	7116.600000008359	5700.0
M531	2917.1000	7117.10000000836	4200.0
M442	3517.7000	7117.700000008363	3600.0
M626	2103.9000	7203.900000008676	5100.0
M821	614.4000	7214.400000008714	6600.0
M733	1214.7000	7214.7000000087155	6000.0
M783	914.9000	7214.900000008716	6300.0
M472	3315.2000	7215.200000008717	3900.0
M745	1215.7000	7215.700000008719	6000.0
M859	316.3000	7216.300000008721	6900.0
M549	2750.2000	7250.200000008845	4500.0
M523	3050.8000	7250.800000008847	4200.0
M593	2451.1000	7251.100000008848	4800.0
M815	651.7000	7251.70000000885	6600.0
M666	1852.1000	7252.100000008852	5400.0
M622	2152.3000	7252.300000008852	5100.0
M635	2471.3000	7571.300000010013	5100.0
M895	371.5000	7571.5000000100135	7200.0
M864	755.8000	7655.80000001032	6900.0
M659	2256.4000	7656.400000010322	5400.0
M894	457.0000	7657.000000010325	7200.0
M668	2265.2000	7665.200000010354	5400.0
M935	165.8000	7665.800000010357	7500.0
M631	2566.2000	7666.200000010358	5100.0
M651	2583.0000	7983.000000011511	5400.0
M690	2283.2000	7983.200000011511	5700.0
M693	2283.9000	7983.900000011514	5700.0
M849	1084.2000	7984.200000011515	6900.0
M585	3184.9000	7984.9000000115175	4800.0
M973	185.2000	7985.200000011519	7800.0
M898	785.4000	7985.400000011519	7200.0
M825	1385.7000	7985.70000001152	6600.0
M589	3317.2000	8117.200000011999	4800.0
M642	3017.5000	8117.500000012	5100.0
M780	1919.1000	8219.10000001237	6300.0
M744	2219.8000	8219.800000012372	6000.0
M817	1620.4000	8220.400000012374	6600.0
M707	2520.7000	8220.700000012375	5700.0
M930	721.2000	8221.200000012377	7500.0
M742	2221.4000	8221.400000012378	6000.0
M1008	530.9000	8630.900000013868	8100.0
M616	3531.6000	8631.60000001387	5100.0
M1085	394.2000	9094.200000015553	8700.0
M1003	994.8000	9094.800000015555	8100.0
M917	1654.0000	9154.00000001577	7500.0
M1084	454.6000	9154.600000015773	8700.0
M879	1955.3000	9155.300000015775	7200.0
M1042	755.8000	9155.800000015777	8400.0
M1125	330.4000	9330.400000016412	9000.0
M956	1675.9000	9475.900000016942	7800.0
M841	2884.8000	9784.800000018065	6900.0
M958	1996.8000	9796.80000001811	7800.0
M993	1697.1000	9797.10000001811	8100.0
M822	3197.5000	9797.500000018112	6600.0
M781	3498.1000	9798.100000018114	6300.0
M1113	1220.4000	10220.40000001965	9000.0
M955	2420.8000	10220.800000019652	7800.0
M1046	2015.9000	10415.900000020361	8400.0
M1158	1116.2000	10416.200000020362	9300.0
M897	3216.9000	10416.900000020365	7200.0
M1196	817.6000	10417.600000020368	9600.0
M865	3519.8000	10419.800000020376	6900.0
M1237	520.3000	10420.300000020377	9900.0
M1039	2020.7000	10420.700000020379	8400.0
M1236	521.0000	10421.00000002038	9900.0
M867	3521.4000	10421.400000020381	6900.0
M1098	1742.3000	10442.300000020457	8700.0
M963	2642.8000	10442.80000002046	7800.0
M1198	843.3000	10443.300000020461	9600.0
M1001	2343.9000	10443.900000020463	8100.0
M856	3544.3000	10444.300000020465	6900.0
M1031	2107.4000	10507.400000020694	8400.0
M1019	2407.7000	10507.700000020695	8100.0
M1275	424.7000	10624.700000021121	10200.0
M1011	2649.2000	10749.200000021574	8100.0
M1274	549.5000	10749.500000021575	10200.0
M1269	815.1000	11015.100000022541	10200.0
M1012	2915.7000	11015.700000022543	8100.0
M1312	516.0000	11016.000000022545	10500.0
M1102	2743.3000	11443.300000024099	8700.0
M1321	943.8000	11443.8000000241	10500.0
M1162	2144.3000	11444.300000024103	9300.0
M1391	344.8000	11444.800000024105	11100.0
M1353	645.0000	11445.000000024105	10800.0
M1030	3045.5000	11445.500000024107	8400.0
M1315	946.0000	11446.000000024109	10500.0
M1013	3420.3000	11520.30000002438	8100.0
M1389	420.7000	11520.70000002438	11100.0
M1221	1621.3000	11521.300000024383	9900.0
M1327	1022.0000	11522.000000024385	10500.0
M1145	2328.8000	11628.800000024774	9300.0
M1281	1429.2000	11629.200000024775	10200.0
M1146	2329.7000	11629.700000024777	9300.0
M1107	2630.4000	11630.40000002478	9000.0
M1262	1918.1000	12118.100000026554	10200.0
M1091	3418.7000	12118.700000026556	8700.0
M1421	743.8000	12143.800000026647	11400.0
M1243	2244.2000	12144.200000026649	9900.0
M1300	1877.6000	12377.600000027498	10500.0
M1503	506.3000	12506.300000027966	12000.0
M1502	506.8000	12506.800000027968	12000.0
M1460	807.3000	12507.30000002797	11700.0
M1123	3507.6000	12507.600000027971	9000.0
M1119	3507.9000	12507.900000027972	9000.0
M1395	1446.6000	12546.600000028113	11100.0
M1338	1746.8000	12546.800000028114	10800.0
M1417	1147.0000	12547.000000028114	11400.0
M1194	3228.5000	12828.500000029138	9600.0
M1581	228.7000	12828.70000002914	12600.0
M1336	2029.4000	12829.400000029142	10800.0
M1579	303.7000	12903.700000029412	12600.0
M1319	2688.8000	13188.80000003045	10500.0
M1239	3289.5000	13189.500000030452	9900.0
M1376	2090.2000	13190.200000030454	11100.0
M1450	1490.7000	13190.700000030456	11700.0
M1535	891.3000	13191.300000030458	12300.0
M1578	591.8000	13191.80000003046	12600.0
M1573	689.9000	13289.900000030817	12600.0
M1316	2790.2000	13290.200000030818	10500.0
M1453	1590.7000	13290.70000003082	11700.0
M1232	3391.0000	13291.000000030821	9900.0
M1574	802.2000	13402.200000031225	12600.0
M1381	2407.9000	13507.90000003161	11100.0
M1615	608.3000	13508.300000031611	12900.0
M1577	909.0000	13509.000000031614	12600.0
M1516	1509.3000	13509.300000031615	12000.0
M1394	2409.8000	13509.800000031617	11100.0
M1576	936.7000	13536.700000031715	12600.0
M1377	2436.9000	13536.900000031716	11100.0
M1614	637.6000	13537.600000031718	12900.0
M1619	638.0000	13538.00000003172	12900.0
M1428	2138.7000	13538.700000031722	11400.0
M1510	1539.3000	13539.300000031724	12000.0
M1657	339.6000	13539.600000031725	13200.0
M1554	1240.0000	13540.000000031727	12300.0
M1696	617.8000	14117.800000033829	13500.0
M1668	935.2000	14135.200000033892	13200.0
M1466	2435.6000	14135.600000033894	11700.0
M1397	3036.1000	14136.100000033895	11100.0
M1467	2436.7000	14136.700000033898	11700.0
M1540	1837.3000	14137.3000000339	12300.0
M1429	2737.8000	14137.800000033902	11400.0
M1504	2138.5000	14138.500000033904	12000.0
M1769	313.6000	14413.600000034905	14100.0
M1464	2714.0000	14414.000000034906	11700.0
M1665	1214.2000	14414.200000034907	13200.0
M1771	541.5000	14641.500000035734	14100.0
M1388	3541.9000	14641.900000035736	11100.0
M1525	2342.5000	14642.500000035738	12300.0
M1479	2943.1000	14643.10000003574	11700.0
M1809	243.3000	14643.30000003574	14400.0
M1411	3244.0000	14644.000000035743	11400.0
M1487	2644.3000	14644.300000035744	12000.0
M1699	1144.9000	14644.900000035746	13500.0
M1373	3545.5000	14645.500000035749	11100.0
M1449	2945.8000	14645.80000003575	11700.0
M1601	1838.1000	14738.100000036085	12900.0
M1493	2738.6000	14738.600000036087	12000.0
M1639	1539.2000	14739.20000003609	13200.0
M1471	3039.5000	14739.50000003609	11700.0
M1524	2539.8000	14839.800000036455	12300.0
M1431	3440.2000	14840.200000036457	11400.0
M1777	740.8000	14840.80000003646	14100.0
M1473	3141.4000	14841.400000036461	11700.0
M1543	2541.7000	14841.700000036462	12300.0
M1505	2842.3000	14842.300000036465	12000.0
M1766	742.9000	14842.900000036467	14100.0
M1435	3443.3000	14843.300000036468	11400.0
M1847	143.5000	14843.500000036469	14700.0
M1662	1643.8000	14843.80000003647	13200.0
M1544	2884.3000	15184.300000037709	12300.0
M1678	1684.6000	15184.60000003771	13500.0
M1585	2584.9000	15184.900000037711	12600.0
M1844	562.6000	15262.600000037994	14700.0
M1609	2362.8000	15262.800000037994	12900.0
M1715	1463.3000	15263.300000037996	13800.0
M1602	2363.7000	15263.700000037998	12900.0
M1801	864.0000	15264.000000037999	14400.0
M1640	2852.3000	16052.300000040867	13200.0
M1753	1952.9000	16052.900000040869	14100.0
M1616	3153.1000	16053.10000004087	12900.0
M1958	659.1000	16259.100000041619	15600.0
M1756	2159.4000	16259.40000004162	14100.0
M1935	959.6000	16259.60000004162	15300.0
M1654	3059.9000	16259.900000041622	13200.0
M1794	1887.9000	16287.900000041724	14400.0
M1702	2788.3000	16288.300000041725	13500.0
M1999	487.6000	16387.60000004202	15900.0
M2037	188.2000	16388.200000042012	16200.0
M1852	1688.5000	16388.500000042008	14700.0
M1967	788.8000	16388.800000042003	15600.0
M1647	3189.1000	16389.100000042	13200.0
M1961	789.7000	16389.70000004199	15600.0
M1814	1990.3000	16390.30000004198	14400.0
M1905	1569.9000	16869.900000035002	15300.0
M1969	1270.4000	16870.400000034995	15600.0
M1687	3370.7000	16870.70000003499	13500.0
M1695	3498.8000	16998.800000033127	13500.0
M2030	799.2000	16999.20000003312	16200.0
M1797	2599.7000	16999.700000033114	14400.0
M1943	1400.0000	17000.00000003311	15600.0
M1934	2156.6000	17456.600000026465	15300.0
M1762	3434.7000	17534.70000002533	14100.0
M2149	435.0000	17535.000000025324	17100.0
M1757	3435.3000	17535.30000002532	14100.0
M1845	2835.5000	17535.500000025317	14700.0
M1805	3136.1000	17536.100000025308	14400.0
M2033	1767.8000	17967.800000019026	16200.0
M1891	2968.1000	17968.10000001902	15000.0
M1906	2668.6000	17968.600000019014	15300.0
M2227	269.1000	17969.100000019007	17700.0
M1838	3269.7000	17969.700000019	14700.0
M1886	3046.9000	18046.900000017875	15000.0
M2225	347.1000	18047.100000017872	17700.0
M2121	1247.7000	18047.700000017863	16800.0
M2052	1848.0000	18048.00000001786	16200.0
M2057	1548.7000	18048.70000001785	16500.0
M1984	2263.4000	18163.40000001618	15900.0
M2125	1363.7000	18163.700000016175	16800.0
M2163	1064.0000	18164.00000001617	17100.0
M2022	1964.3000	18164.300000016166	16200.0
M1924	2864.8000	18164.80000001616	15300.0
M1887	3410.9000	18410.900000012578	15000.0
M1925	3178.0000	18478.0000000116	15300.0
M2036	2278.7000	18478.70000001159	16200.0
M1885	3479.2000	18479.200000011584	15000.0
M1913	3194.8000	18494.800000011357	15300.0
M2096	1695.2000	18495.20000001135	16800.0
M1904	3195.6000	18495.600000011345	15300.0
M2095	1696.3000	18496.300000011335	16800.0
M2262	496.8000	18496.800000011328	18000.0
M2181	1097.2000	18497.200000011322	17400.0
M2067	2065.2000	18565.200000010333	16500.0
M2239	865.7000	18565.700000010325	17700.0
M2133	1842.1000	18942.100000004848	17100.0
M2215	1242.8000	18942.800000004838	17700.0
M2300	875.8000	19175.800000001447	18300.0
M2338	576.5000	19176.500000001437	18600.0
M2007	3325.7000	19225.70000000072	15900.0
M2010	3326.3000	19226.300000000712	15900.0
M2113	2426.9000	19226.900000000704	16800.0
M2185	1827.5000	19227.500000000695	17400.0
M2075	2727.7000	19227.700000000692	16500.0
M2335	628.1000	19228.100000000686	18600.0
M2061	2728.6000	19228.60000000068	16500.0
M2043	3028.9000	19228.900000000674	16200.0
M2314	929.3000	19229.30000000067	18300.0
M2162	2763.1000	19863.099999991446	17100.0
M2414	663.6000	19863.59999999144	19200.0
M2165	2763.9000	19863.899999991434	17100.0
M2453	364.1000	19864.09999999143	19500.0
M2380	982.8000	19882.79999999116	18900.0
M2345	1283.3000	19883.29999999115	18600.0
M2418	683.7000	19883.699999991146	19200.0
M2411	788.5000	19988.49999998962	19200.0
M2455	489.1000	19989.099999989612	19500.0
M2493	189.6000	19989.599999989605	19800.0
M2385	1090.2000	19990.199999989596	18900.0
M2139	2971.7000	20071.69999998841	17100.0
M2177	2672.1000	20072.099999988404	17400.0
M2391	1172.8000	20072.799999988394	18900.0
M2101	3273.2000	20073.19999998839	16800.0
M2151	2973.8000	20073.79999998838	17100.0
M2491	339.3000	20139.299999987426	19800.0
M2451	639.8000	20139.79999998742	19500.0
M2106	3422.4000	20222.399999986217	16800.0
M2456	722.7000	20222.699999986213	19500.0
M2288	1923.1000	20223.099999986207	18300.0
M2383	1323.6000	20223.5999999862	18900.0
M2361	1395.9000	20295.899999985148	18900.0
M2467	796.6000	20296.599999985137	19500.0
M2190	2897.0000	20296.99999998513	17400.0
M2323	1697.7000	20297.69999998512	18600.0
M2425	1097.9000	20297.89999998512	19200.0
M2372	1607.8000	20507.799999982064	18900.0
M2568	108.4000	20508.399999982055	20400.0
M2529	408.7000	20508.69999998205	20100.0
M2157	3409.2000	20509.199999982044	17100.0
M2142	3409.4000	20509.39999998204	17100.0
M2384	1680.5000	20580.499999981006	18900.0
M2209	2881.2000	20581.199999980996	17700.0
M2187	3536.7000	20936.699999975823	17400.0
M2567	537.1000	20937.099999975817	20400.0
M2364	2378.4000	21278.39999997085	18900.0
M2643	319.8000	21319.799999970248	21000.0
M2256	3320.2000	21320.199999970242	18000.0
M2605	620.6000	21320.599999970236	20700.0
M2265	3321.0000	21320.99999997023	18000.0
M2551	1425.2000	21825.199999962893	20400.0
M2514	1725.4000	21825.39999996289	20100.0
M2326	3338.8000	21938.79999996124	18600.0
M2470	3089.7000	22589.69999995177	19500.0
M2760	787.0000	22686.999999950353	21900.0
M2797	487.4000	22687.399999950347	22200.0
M2835	188.1000	22688.099999950336	22500.0
M2794	586.4000	22786.399999948906	22200.0
M2598	2086.7000	22786.6999999489	20700.0
M2732	1200.3000	22800.299999948704	21600.0
M2641	1800.9000	22800.899999948695	21000.0
M2755	914.8000	22814.799999948493	21900.0
M2793	615.0000	22814.99999994849	22200.0
M2715	1466.5000	23066.49999994483	21600.0
M2802	867.2000	23067.19999994482	22200.0
M2831	567.6000	23067.599999944814	22500.0
M2657	2520.7000	23520.69999993822	21000.0
M2785	1321.2000	23521.199999938213	22200.0
M2627	2521.6000	23521.599999938207	21000.0
M2523	3421.9000	23521.899999938203	20100.0
M2825	1022.3000	23522.299999938197	22500.0
M2911	422.6000	23522.599999938193	23100.0
M2538	3437.1000	23537.099999937982	20100.0
M2868	819.0000	23618.99999993679	22800.0
M2808	1419.6000	23619.59999993678	22200.0
M2846	1120.3000	23620.29999993677	22500.0
M2682	2320.8000	23620.799999936764	21300.0
M2867	821.3000	23621.299999936757	22800.0
M2908	919.9000	24019.899999930956	23100.0
M2619	3320.5000	24020.499999930948	20700.0
M2721	2445.1000	24045.09999993059	21600.0
M2759	2145.5000	24045.499999930584	21900.0
M2943	646.1000	24046.099999930575	23400.0
M2840	1546.4000	24046.39999993057	22500.0
M2683	2746.7000	24046.699999930566	21300.0
M2645	3047.0000	24046.999999930562	21000.0
M2758	2147.5000	24047.499999930555	21900.0
M2817	1623.4000	24123.39999992945	22500.0
M2818	1623.8000	24123.799999929444	22500.0
M2984	424.5000	24124.499999929434	23700.0
M2741	2224.9000	24124.89999992943	21900.0
M3025	132.9000	24132.899999929312	24000.0
M2689	2833.5000	24133.499999929303	21300.0
M3030	755.1000	24755.099999920258	24000.0
M2757	2855.8000	24755.799999920248	21900.0
M2698	3456.5000	24756.499999920237	21300.0
M2931	1364.9000	24764.899999920115	23400.0
M2893	1665.6000	24765.599999920105	23100.0
M3101	240.2000	24840.19999991902	24600.0
M2783	2640.5000	24840.499999919015	22200.0
M3063	541.1000	24841.099999919006	24300.0
M3139	165.4000	25065.399999915742	24900.0
M3031	1065.8000	25065.799999915736	24000.0
M3057	766.0000	25065.999999915733	24300.0
M3137	363.9000	25263.899999912854	24900.0
M2850	2764.3000	25264.299999912848	22500.0
M3099	664.6000	25264.599999912843	24600.0
M3136	499.4000	25399.399999910882	24900.0
M2770	3500.0000	25399.999999910873	21900.0
M2873	2600.7000	25400.699999910863	22800.0
M3075	1164.6000	25464.599999909933	24300.0
M2969	1765.2000	25465.199999909924	23700.0
M3093	865.4000	25465.39999990992	24600.0
M2836	2965.7000	25465.699999909917	22500.0
M2986	1956.9000	25656.899999907135	23700.0
M3021	1657.3000	25657.29999990713	24000.0
M2966	2100.5000	25800.499999905045	23700.0
M2972	2100.9000	25800.89999990504	23700.0
M3213	301.3000	25801.299999905033	25500.0
M3007	1801.8000	25801.799999905026	24000.0
M3045	1502.3000	25802.29999990502	24300.0
M3251	342.4000	26142.39999990007	25800.0
M2878	3343.0000	26142.99999990006	22800.0
M3188	1017.5000	26217.499999898977	25200.0
M2865	3418.2000	26218.199999898967	22800.0
M2885	3418.9000	26218.899999898957	22800.0
M3106	1619.2000	26219.199999898952	24600.0
M3121	1526.1000	26426.09999989594	24900.0
M2944	3043.9000	26443.899999895682	23400.0
M3097	1849.5000	26449.4999998956	24600.0
M3247	650.0000	26449.999999895594	25800.0
M3245	854.8000	26654.799999892613	25800.0
M3289	555.1000	26655.09999989261	26100.0
M3246	855.4000	26655.399999892605	25800.0
M3328	255.9000	26655.899999892597	26400.0
M2923	3556.1000	26656.099999892594	23100.0
M3212	1786.9000	27286.899999883415	25500.0
M3302	1187.3000	27287.29999988341	26100.0
M3235	1760.4000	27560.399999879435	25800.0
M3236	1760.6000	27560.599999879432	25800.0
M3054	3260.9000	27560.899999879428	24300.0
M3379	861.3000	27561.299999879422	26700.0
M3102	2961.8000	27561.799999879415	24600.0
M3056	3262.5000	27562.499999879405	24300.0
M3022	3562.9000	27562.8999998794	24000.0
M3181	2363.3000	27563.299999879393	25200.0
M3341	1163.6000	27563.59999987939	26400.0
M3273	1464.3000	27564.29999987938	26100.0
M3295	1538.9000	27638.899999878293	26100.0
M3357	939.2000	27639.19999987829	26700.0
M3317	1239.4000	27639.399999878286	26400.0
M3067	3339.6000	27639.599999878283	24300.0
M3443	340.3000	27640.299999878273	27300.0
M3050	3529.5000	27829.49999987552	24300.0
M3115	3230.0000	27829.999999875512	24600.0
M3060	3530.5000	27830.499999875505	24300.0
M3059	3531.2000	27831.199999875495	24300.0
M3091	3321.9000	27921.899999874175	24600.0
M3481	322.2000	27922.19999987417	27600.0
M3378	1499.7000	28199.699999870132	26700.0
M3131	3299.9000	28199.89999987013	24900.0
M3340	1800.3000	28200.299999870123	26400.0
M3297	2100.8000	28200.799999870116	26100.0
M3517	301.5000	28201.499999870106	27900.0
M3387	2080.9000	29080.89999985731	27000.0
M3425	1781.6000	29081.5999998573	27300.0
M3463	1481.9000	29081.899999857294	27600.0
M3601	937.7000	29437.699999852117	28500.0
M3595	938.3000	29438.299999852108	28500.0
M3633	638.5000	29438.499999852105	28800.0
M3671	338.7000	29438.699999852102	29100.0
M3291	3479.0000	29578.99999985006	26100.0
M3502	1679.2000	29579.199999850058	27900.0
M3708	260.1000	29660.09999984888	29400.0
M3403	2660.7000	29660.69999984887	27000.0
M3454	2360.9000	29660.89999984887	27300.0
M3331	3261.4000	29661.39999984886	26400.0
M3466	2130.1000	29730.099999847862	27600.0
M3539	1530.7000	29730.699999847853	28200.0
M3599	1341.0000	29840.999999846248	28500.0
M3359	3141.5000	29841.49999984624	26700.0
M3709	442.2000	29842.19999984623	29400.0
M3747	142.7000	29842.699999846223	29700.0
M3553	1815.8000	30015.799999843704	28200.0
M3600	1516.1000	30016.0999998437	28500.0
M3554	1816.8000	30016.79999984369	28200.0
M3518	2117.0000	30016.999999843687	27900.0
M3489	2578.6000	30178.599999841335	27600.0
M3435	2879.1000	30179.099999841328	27300.0
M3398	3179.6000	30179.59999984132	27000.0
M3621	1380.1000	30180.099999841314	28800.0
M3779	711.7000	30711.699999833578	30000.0
M3545	2512.3000	30712.29999983357	28200.0
M3498	2812.5000	30712.499999833566	27900.0
M3777	712.7000	30712.699999833563	30000.0
M3860	113.1000	30713.099999833557	30600.0
M3778	713.3000	30713.299999833554	30000.0
M3507	2813.7000	30713.69999983355	27900.0
M3431	3414.0000	30713.999999833544	27300.0
M3675	1943.3000	31043.299999828752	29100.0
M3656	1943.8000	31043.799999828745	29100.0
M3548	2844.4000	31044.399999828736	28200.0
M3751	1345.1000	31045.099999828726	29700.0
M3713	1645.4000	31045.39999982872	29400.0
M3824	745.8000	31045.799999828716	30300.0
M3729	1526.8000	31226.799999826082	29700.0
M3815	927.5000	31227.499999826072	30300.0
M3519	3327.9000	31227.899999826066	27900.0
M3549	3028.1000	31228.099999826063	28200.0
M3858	628.5000	31228.499999826057	30600.0
M3835	1064.6000	31364.599999824077	30300.0
M3759	1664.8000	31364.799999824074	29700.0
M3797	1365.4000	31365.399999824065	30000.0
M3853	792.3000	31392.299999823674	30600.0
M3896	492.9000	31392.899999823665	30900.0
M3793	1393.2000	31393.19999982366	30000.0
M3789	1471.5000	31471.49999982252	30000.0
M3569	3272.0000	31471.999999822514	28200.0
M3546	3415.8000	31615.79999982042	28200.0
M3587	3124.4000	31624.399999820296	28500.0
M3679	2524.7000	31624.699999820292	29100.0
M3653	2524.9000	31624.89999982029	29100.0
M3691	2225.4000	31625.39999982028	29400.0
M3629	2935.5000	31735.49999981868	28800.0
M3591	3235.8000	31735.799999818675	28500.0
M3849	1278.8000	31878.799999816594	30600.0
M3975	654.9000	32154.899999812576	31500.0
M3664	3055.3000	32155.29999981257	29100.0
M3811	1855.8000	32155.799999812563	30300.0
M3768	2156.0000	32155.99999981256	30000.0
M4013	356.3000	32156.299999812556	31800.0
M4051	192.4000	32292.399999810576	32100.0
M3692	2893.1000	32293.099999810565	29400.0
M3948	1093.8000	32293.799999810555	31200.0
M4009	760.1000	32560.09999980668	31800.0
M3933	1360.7000	32560.69999980667	31200.0
M3818	2261.0000	32560.999999806667	30300.0
M4049	461.5000	32561.49999980666	32100.0
M3910	1661.7000	32561.699999806657	30900.0
M4011	762.4000	32562.399999806647	31800.0
M3668	3493.5000	32593.499999806194	29100.0
M3857	1993.9000	32593.899999806188	30600.0
M3895	1694.1000	32594.099999806185	30900.0
M3986	1094.3000	32594.299999806182	31500.0
M4089	195.0000	32594.999999806172	32400.0
M3903	2103.2000	33003.199999800236	30900.0
M4063	903.9000	33003.899999800225	32100.0
M3767	3004.5000	33004.49999980022	30000.0
M3865	2404.8000	33004.79999980021	30600.0
M3819	2705.3000	33005.299999800205	30300.0
M3748	3507.6000	33207.59999979726	29700.0
M3922	2008.1000	33208.099999797254	31200.0
M3995	1408.8000	33208.799999797244	31800.0
M3943	2220.7000	33420.69999979416	31200.0
M3820	3121.0000	33420.999999794156	30300.0
M3981	1921.7000	33421.699999794146	31500.0
M4006	1622.3000	33422.29999979414	31800.0
M4024	1622.6000	33422.59999979413	31800.0
M3923	2589.7000	33789.69999978879	31200.0
M4115	1090.3000	33790.29999978878	32700.0
M4241	190.9000	33790.89999978877	33600.0
M3823	3536.5000	33836.49999978811	30300.0
M4162	836.7000	33836.69999978811	33000.0
M3808	3536.9000	33836.899999788104	30300.0
M4200	537.1000	33837.0999997881	33300.0
M3887	2937.3000	33837.2999997881	30900.0
M3925	2637.8000	33837.79999978809	31200.0
M3859	3533.8000	34133.79999978378	30600.0
M4109	1434.0000	34133.99999978378	32700.0
M4169	1310.3000	34310.299999781215	33000.0
M3962	2811.0000	34310.999999781205	31500.0
M3982	2811.7000	34311.699999781194	31500.0
M4059	2212.1000	34312.09999978119	32100.0
M3961	2870.0000	34369.999999780346	31500.0
M3919	3170.4000	34370.39999978034	31200.0
M4193	1071.0000	34370.99999978033	33300.0
M4033	2271.6000	34371.59999978032	32100.0
M4021	2572.1000	34372.099999780316	31800.0
M4041	2314.9000	34414.89999977969	32100.0
M3935	3215.5000	34415.499999779684	31200.0
M4317	237.4000	34437.399999779365	34200.0
M4214	1137.7000	34437.69999977936	33300.0
M3924	3277.6000	34477.59999977878	31200.0
M4017	2680.6000	34480.59999977874	31800.0
M3929	3281.2000	34481.19999977873	31200.0
M4074	2081.5000	34481.49999977872	32400.0
